bgrp,WVT_Pop,WVT_Pct
420039800001,73,13.5200004578
420039801001,0,0.0
420039803001,0,0.0
420039804001,0,0.0
420039805001,0,0.0
420039806001,4,36.3600006104
420039807001,0,0.0
420039808001,-99999,-99999.0
420039809001,751,41.7900009155
420039810001,0,0.0
420039811001,0,0.0
420039812001,-99999,-99999.0
420039818001,0,0.0
420039822001,564,11.7100000381
